images_list,label
d:\deepfakes_video_classification\train_face\video_438\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_438\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_581\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_708\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_58\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_39\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_281\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_6.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_7.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_8.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_9.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_10.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_11.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_12.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_13.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_14.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_15.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_16.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_17.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_18.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_19.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_20.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_21.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_22.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_23.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_24.jpg,image
d:\deepfakes_video_classification\train_face\video_634\image_25.jpg,image
d:\deepfakes_video_classification\train_face\video_608\image_1.jpg,image
d:\deepfakes_video_classification\train_face\video_608\image_2.jpg,image
d:\deepfakes_video_classification\train_face\video_608\image_3.jpg,image
d:\deepfakes_video_classification\train_face\video_608\image_4.jpg,image
d:\deepfakes_video_classification\train_face\video_608\image_5.jpg,image
d:\deepfakes_video_classification\train_face\video_608\image_6.jpg,image
